id,make,model,year,engine_cc,mileage_km,city,body_type,transmission,fuel_type,price_pkr,color,registered,num_owners
127,Daihatsu,Corolla,2015,1000.0,56442.0,Peshawar,Sedan,Automatic,Diesel,4782618,Grey,t,3
128,Mitsubishi,Lancer,2010,660.0,77270.0,Faisalabad,Hatchback,Automatic,Hybrid,4513892,Red,t,3
129,Honda,Corolla,2014,1800.0,165576.0,Faisalabad,Suv,Manual,Diesel,2161394,Green,t,4
130,Honda,Civic,2022,2000.0,157826.0,Multan,Crossover,Automatic,Diesel,3577659,Black,t,4
131,Daihatsu,City,2011,800.0,130830.0,Lahore,Pickup,Automatic,Diesel,1096053,Grey,t,3
132,Suzuki,Tucson,2021,2000.0,22213.0,Lahore,Crossover,Automatic,Hybrid,4386454,Grey,t,1
133,Hyundai,Tucson,2018,1800.0,77077.0,Quetta,Sedan,Automatic,Hybrid,862369,White,t,1
134,Suzuki,City,2019,1600.0,169885.0,Islamabad,Sedan,Manual,Cng,4133044,Brown,t,2
136,Toyota,Sportage,2021,1500.0,185149.0,Faisalabad,Hatchback,Manual,Diesel,4666227,Brown,t,1
137,Suzuki,Lancer,2022,2000.0,62891.0,Karachi,Suv,Manual,Hybrid,4665298,Grey,t,1
82,Hyundai,Corolla,2007,1000.0,183239.0,Faisalabad,Crossover,Automatic,Cng,4714314,Blue,t,2
81,Kia,Cultus,2022,1300.0,86993.0,Nan,Mpv,Manual,Petrol,2460407,White,t,4
80,Daihatsu,Cultus,2008,1800.0,131003.0,Faisalabad,Mpv,Manual,Petrol,3193166,Grey,t,2
100,Kia,Lancer,2012,2400.0,120072.0,Quetta,Mpv,Manual,Diesel,2241043,Brown,t,2
118,Kia,Cultus,2021,1800.0,86181.0,Karachi,Sedan,Autmatic,Petrol,4925174,Silver,t,1
92,Kia,Sportage,2014,1600.0,8517.0,Peshawar,Hatchback,Manual,Cng,1137380,Blue,t,4
111,Mitsubishi,Cultus,2018,800.0,86532.0,Faisalabad,Sedan,Manual,Petrol,2627029,Silver,t,2
125,Mitsubishi,Cultus,2007,1600.0,17042.0,Islamabad,Crossover,Automatic,Diesel,3079274,Brown,t,3
141,Kia,Tucson,2006,2000.0,57057.0,Lahore,Pickup,Automatic,Petrol,915575,White,t,1
142,Mitsubishi,Sportage,2022,2400.0,14607.0,Multan,Sedan,Automatic,Diesel,4046263,Silver,t,2
144,Toyota,Corolla,2010,1600.0,179453.0,Multan,Crossover,Automatic,Hybrid,3076768,Grey,t,3
145,Daihatsu,Tucson,2016,1600.0,151912.0,Multan,Suv,Automatic,Cng,1327471,Blue,t,3
147,Honda,Cultus,2012,2400.0,57186.0,Peshawar,Crossover,Manual,Hybrid,1059969,Red,t,1
148,Daihatsu,Sportage,2013,1800.0,147327.0,Multan,Hatchback,Automatic,Diesel,4005452,Green,t,1
149,Toyota,Tucson,2020,2400.0,111420.0,Multan,Sedan,Manual,Cng,2850712,Black,f,2
150,Suzuki,Alto,2011,2400.0,164269.0,Multan,Hatchback,Manual,Cng,3178096,Red,t,1
151,Toyota,Alto,2012,1600.0,84951.0,Quetta,Crossover,Automatic,Cng,1340029,Grey,t,3
153,Daihatsu,Tucson,2018,1000.0,146409.0,Islamabad,Sedan,Manual,Diesel,3439580,Red,t,2
154,Honda,Tucson,2013,800.0,92639.0,Multan,Crossover,Manual,Petrol,817222,Black,t,4
155,Hyundai,Cultus,2021,800.0,101552.0,Quetta,Sedan,Automatic,Diesel,4454834,Grey,t,2
156,Honda,Civic,2015,660.0,145623.0,Lahore,Hatchback,Manual,Petrol,1115432,Brown,t,2
157,Mitsubishi,Tucson,2007,2400.0,38661.0,Peshawar,Mpv,Manual,Diesel,1343432,Silver,t,3
158,Hyundai,Cultus,2012,1000.0,23583.0,Karachi,Hatchback,Automatic,Diesel,1870427,Green,t,4
159,Mitsubishi,Sportage,2023,2400.0,53963.0,Karachi,Crossover,Manual,Diesel,2999091,Blue,t,1
160,Mitsubishi,City,2011,1500.0,200277.0,Peshawar,Mpv,Automatic,Hybrid,3930993,Black,t,4
162,Hyundai,Corolla,2005,1000.0,146341.0,Islamabad,Mpv,Automatic,Petrol,4750571,Grey,t,1
163,Kia,Tucson,2023,1600.0,40808.0,Multan,Mpv,Manual,Hybrid,4202971,Black,t,1
164,Hyundai,Sportage,2008,1800.0,155857.0,Peshawar,Sedan,Automatic,Cng,903764,Red,t,4
166,Mitsubishi,City,2016,2000.0,77013.0,Faisalabad,Suv,Automatic,Petrol,1978912,Black,t,3
168,Suzuki,Corolla,2006,660.0,10887.0,Faisalabad,Pickup,Manual,Cng,2332884,Grey,t,2
169,Daihatsu,Sportage,2020,2400.0,91086.0,Peshawar,Sedan,Automatic,Diesel,3347205,Black,f,2
170,Mitsubishi,Sportage,2010,1300.0,45358.0,Lahore,Hatchback,Manual,Diesel,4296556,Red,t,1
171,Kia,City,2013,1300.0,84846.0,Multan,Pickup,Manual,Petrol,3854650,Silver,t,1
175,Honda,Mira,2017,1800.0,47138.0,Lahore,Sedan,Automatic,Petrol,2159680,White,t,3
176,Suzuki,Lancer,2023,2000.0,126700.0,Karachi,Hatchback,Automatic,Hybrid,870532,Red,t,4
180,Mitsubishi,Alto,2014,800.0,171112.0,Quetta,Suv,Automatic,Diesel,3371533,Silver,t,4
182,Hyundai,Lancer,2010,1500.0,82561.0,Islamabad,Pickup,Manual,Cng,998312,Black,t,2
183,Daihatsu,Civic,2006,1800.0,146635.0,Karachi,Suv,Manual,Cng,2381072,White,t,3
185,Honda,Sportage,2014,1300.0,85964.0,Faisalabad,Pickup,Automatic,Hybrid,2216322,Silver,t,2
186,Kia,Mira,2018,1000.0,84601.0,Multan,Sedan,Automatic,Cng,2152960,Blue,t,4
187,Suzuki,Lancer,2019,800.0,116899.0,Multan,Pickup,Manual,Diesel,3743856,Brown,t,3
188,Daihatsu,Corolla,2014,1500.0,46973.0,Karachi,Sedan,Automatic,Hybrid,3828060,Grey,t,3
190,Toyota,Mira,2009,1300.0,143959.0,Multan,Crossover,Manual,Cng,3851186,Red,t,4
191,Daihatsu,Corolla,2013,2000.0,116710.0,Quetta,Suv,Manual,Hybrid,4366379,White,t,2
192,Daihatsu,Lancer,2020,1000.0,50185.0,Karachi,Crossover,Manual,Diesel,918760,Red,t,1
193,Kia,Cultus,2016,1600.0,167928.0,Peshawar,Hatchback,Automatic,Diesel,4906553,Grey,t,4
194,Hyundai,Civic,2022,800.0,62002.0,Peshawar,Pickup,Automatic,Petrol,1579106,Green,t,1
195,Kia,City,2006,1600.0,15499.0,Faisalabad,Hatchback,Automatic,Petrol,1163791,Black,t,4
196,Suzuki,Cultus,2013,1600.0,135477.0,Karachi,Mpv,Manual,Cng,4083866,Red,t,1
197,Toyota,Lancer,2018,1600.0,34523.0,Karachi,Sedan,Automatic,Hybrid,2534968,White,t,2
198,Daihatsu,Sportage,2006,2000.0,36272.0,Islamabad,Sedan,Manual,Cng,1332078,Black,t,2
199,Honda,Lancer,2014,1600.0,183972.0,Faisalabad,Suv,Automatic,Petrol,515955,Silver,t,1
200,Toyota,Civic,2020,1600.0,187776.0,Quetta,Sedan,Manual,Cng,4316235,Blue,t,4
201,Honda,Tucson,2011,2000.0,62701.0,Islamabad,Crossover,Automatic,Hybrid,4243012,Silver,t,3
203,Daihatsu,Corolla,2012,2400.0,134364.0,Peshawar,Hatchback,Manual,Hybrid,646561,Green,t,3
204,Daihatsu,Corolla,2019,1800.0,151733.0,Faisalabad,Sedan,Manual,Petrol,3941475,Green,t,2
205,Suzuki,Cultus,2019,1800.0,99106.0,Islamabad,Mpv,Manual,Petrol,4968060,Grey,t,3
206,Daihatsu,Lancer,2021,800.0,33742.0,Faisalabad,Sedan,Automatic,Hybrid,1829356,Brown,f,3
143,Mitsubishi,Lancer,2010,1600.0,91641.0,Nan,Hatchback,Automatic,Petrol,4401685,Brown,t,1
173,Toyota,Alto,2020,800.0,84906.0,Nan,Suv,Automatic,Cng,4856440,Green,t,4
161,Kia,Mira,2019,2400.0,190090.0,Peshawar,Crossover,Auto,Hybrid,2169712,White,t,3
181,Hyundai,Alto,2023,660.0,36104.0,Islamabad,Pickup,Manual,Diesel,4294768,White,t,2
139,Suzuki,Sportage,2012,1000.0,44088.0,Lahore,Hatchback,Manual,Cng,3684937,Blue,t,2
140,Honda,Alto,2023,1600.0,43662.0,Islamabad,Pickup,Manual,Petrol,631118,Red,t,1
146,Toyota,Tucson,2018,1500.0,164268.0,Karachi,Sedan,Automatic,Petrol,3997513,Silver,t,3
167,Honda,Sportage,2007,1600.0,38001.0,Faisalabad,Sedan,Autmatic,Petrol,4703587,White,t,3
208,Honda,Sportage,2015,660.0,28439.0,Multan,Hatchback,Manual,Diesel,1621701,Blue,t,2
209,Suzuki,Civic,2009,1000.0,154156.0,Islamabad,Suv,Automatic,Cng,695123,White,f,4
211,Hyundai,City,2020,2400.0,142017.0,Islamabad,Mpv,Manual,Diesel,2543941,Blue,t,3
213,Honda,Mira,2019,800.0,17149.0,Multan,Suv,Automatic,Petrol,2008186,Brown,t,3
216,Honda,Sportage,2013,2400.0,131899.0,Islamabad,Suv,Automatic,Hybrid,767222,Blue,t,3
217,Kia,City,2021,2400.0,128294.0,Karachi,Crossover,Automatic,Diesel,4518661,White,t,3
218,Honda,Cultus,2010,1300.0,7597.0,Islamabad,Suv,Automatic,Cng,4365063,White,t,2
219,Honda,Lancer,2019,1300.0,60813.0,Multan,Sedan,Automatic,Cng,754020,Red,t,1
221,Kia,Alto,2023,800.0,71126.0,Quetta,Crossover,Automatic,Hybrid,4565514,Brown,t,1
222,Daihatsu,Lancer,2010,800.0,39598.0,Quetta,Sedan,Manual,Diesel,4885424,Black,t,1
224,Mitsubishi,Sportage,2011,1600.0,155249.0,Peshawar,Crossover,Manual,Hybrid,2642798,White,f,2
226,Suzuki,Civic,2005,1600.0,46176.0,Quetta,Sedan,Automatic,Hybrid,3563743,Grey,t,1
228,Honda,Alto,2006,2400.0,122674.0,Karachi,Hatchback,Manual,Hybrid,2269968,Brown,t,3
230,Suzuki,City,2009,2400.0,38539.0,Islamabad,Suv,Manual,Petrol,667569,Blue,t,4
231,Kia,Sportage,2023,660.0,111085.0,Faisalabad,Sedan,Manual,Cng,2479258,Blue,t,2
232,Kia,Alto,2012,1300.0,40768.0,Quetta,Hatchback,Manual,Hybrid,3256833,Grey,t,3
233,Toyota,Mira,2012,660.0,73652.0,Peshawar,Mpv,Manual,Cng,2513386,Silver,t,2
235,Honda,Civic,2018,1500.0,111678.0,Peshawar,Crossover,Manual,Diesel,4837038,Red,f,1
236,Daihatsu,Alto,2010,1600.0,115425.0,Peshawar,Crossover,Automatic,Hybrid,4181937,Blue,t,1
238,Suzuki,Mira,2013,2400.0,101648.0,Faisalabad,Pickup,Manual,Hybrid,4241273,Black,t,3
239,Suzuki,Lancer,2020,1600.0,31930.0,Multan,Hatchback,Manual,Cng,1521068,Brown,t,3
240,Kia,Lancer,2018,660.0,77018.0,Multan,Suv,Manual,Cng,862881,Brown,t,4
241,Mitsubishi,Mira,2005,660.0,50406.0,Islamabad,Mpv,Automatic,Diesel,4615039,Grey,t,2
242,Suzuki,Corolla,2018,2400.0,196000.0,Islamabad,Mpv,Manual,Diesel,971751,Grey,t,3
243,Daihatsu,Lancer,2018,1300.0,196414.0,Islamabad,Hatchback,Manual,Diesel,3398022,Black,t,1
244,Daihatsu,City,2008,1300.0,196273.0,Islamabad,Sedan,Automatic,Diesel,4978777,Green,t,2
248,Kia,Alto,2009,1600.0,28448.0,Quetta,Mpv,Manual,Petrol,1547279,Green,t,2
249,Suzuki,Cultus,2022,2000.0,126528.0,Multan,Suv,Manual,Hybrid,2000001,White,t,4
251,Toyota,Sportage,2018,2400.0,178473.0,Islamabad,Pickup,Automatic,Petrol,1925621,Blue,t,3
252,Mitsubishi,City,2014,1500.0,196403.0,Faisalabad,Sedan,Automatic,Cng,2538403,Red,t,4
253,Kia,Alto,2014,2000.0,34593.0,Lahore,Pickup,Manual,Diesel,2338781,White,t,2
256,Kia,City,2010,1800.0,107677.0,Karachi,Mpv,Manual,Hybrid,1818437,Red,t,3
257,Honda,Mira,2008,1800.0,93073.0,Peshawar,Sedan,Manual,Cng,2128507,Grey,t,3
258,Kia,City,2009,1600.0,149013.0,Faisalabad,Sedan,Manual,Cng,1782956,Black,f,3
260,Daihatsu,Alto,2005,660.0,183769.0,Karachi,Sedan,Manual,Diesel,2683543,Brown,t,1
261,Toyota,Civic,2019,2000.0,12226.0,Faisalabad,Crossover,Manual,Hybrid,1348889,Red,t,1
262,Honda,Corolla,2010,1600.0,166733.0,Peshawar,Mpv,Automatic,Diesel,4665896,Silver,t,1
263,Mitsubishi,Cultus,2013,1800.0,204304.0,Faisalabad,Hatchback,Manual,Petrol,2105156,Black,t,2
264,Toyota,Lancer,2010,800.0,15866.0,Islamabad,Suv,Manual,Hybrid,3090562,White,t,3
265,Suzuki,Corolla,2007,1600.0,69212.0,Peshawar,Hatchback,Automatic,Diesel,3770735,Red,f,2
266,Daihatsu,Alto,2023,1500.0,109402.0,Quetta,Pickup,Manual,Cng,4036717,Green,f,4
267,Honda,Mira,2021,1300.0,122231.0,Islamabad,Crossover,Manual,Cng,4911123,White,t,3
268,Daihatsu,Corolla,2022,1800.0,19047.0,Lahore,Pickup,Manual,Hybrid,3936257,Red,t,2
269,Toyota,Tucson,2013,1500.0,98650.0,Multan,Suv,Automatic,Hybrid,4105195,Black,t,2
270,Hyundai,Mira,2007,1000.0,185000.0,Peshawar,Suv,Automatic,Hybrid,3991739,Black,t,3
271,Kia,Cultus,2012,1800.0,38813.0,Quetta,Hatchback,Automatic,Diesel,1583216,White,t,2
273,Mitsubishi,Alto,2017,1500.0,116381.0,Lahore,Suv,Manual,Hybrid,3449629,Grey,t,1
274,Honda,Corolla,2007,800.0,169879.0,Multan,Mpv,Manual,Diesel,2660860,Grey,t,3
275,Daihatsu,City,2017,2000.0,31726.0,Quetta,Crossover,Manual,Hybrid,4733663,Black,t,2
277,Hyundai,Mira,2019,1500.0,17078.0,Karachi,Sedan,Manual,Diesel,1650840,Blue,t,3
250,Toyota,Mira,2018,2400.0,120111.0,Nan,Mpv,Manual,Petrol,1567909,White,t,4
229,Kia,Sportage,2008,2000.0,26193.0,Karachi,Suv,Manual,Cng,2017626,Black,t,2
212,Kia,Tucson,2008,2400.0,92034.0,Faisalabad,Crossover,Manual,Hybrid,2960167,Grey,f,1
245,Daihatsu,Tucson,2010,1800.0,26471.0,Faisalabad,Suv,Automatic,Cng,4582491,Grey,t,1
255,Honda,City,2022,1500.0,12611.0,Islamabad,Mpv,Automatic,Petrol,2737577,Grey,t,2
278,Daihatsu,Mira,2006,1500.0,103465.0,Multan,Pickup,Manual,Hybrid,4783031,White,t,1
280,Honda,Cultus,2014,1600.0,69723.0,Peshawar,Crossover,Manual,Diesel,3572503,Silver,t,2
281,Toyota,Cultus,2009,2000.0,186730.0,Islamabad,Hatchback,Automatic,Diesel,4279037,Black,t,3
282,Daihatsu,Mira,2018,2000.0,148797.0,Islamabad,Pickup,Manual,Hybrid,3738770,Silver,t,4
283,Suzuki,City,2010,1600.0,111887.0,Karachi,Pickup,Automatic,Petrol,4472807,Grey,t,2
284,Toyota,Civic,2009,2400.0,130556.0,Karachi,Hatchback,Manual,Petrol,4615327,White,t,4
286,Kia,Lancer,2006,1800.0,26698.0,Peshawar,Suv,Automatic,Hybrid,1703251,Silver,t,4
287,Daihatsu,Civic,2012,660.0,114946.0,Quetta,Sedan,Manual,Diesel,2643771,Green,t,4
288,Mitsubishi,Civic,2022,2400.0,103342.0,Multan,Hatchback,Manual,Cng,3377922,Black,t,3
289,Daihatsu,City,2007,1300.0,84509.0,Quetta,Crossover,Automatic,Hybrid,1593155,Black,t,4
290,Mitsubishi,Tucson,2006,1800.0,197147.0,Multan,Sedan,Automatic,Hybrid,716065,Green,t,4
291,Hyundai,City,2018,1300.0,195384.0,Peshawar,Sedan,Automatic,Petrol,2025310,Blue,t,1
292,Mitsubishi,Sportage,2018,800.0,124791.0,Faisalabad,Suv,Automatic,Cng,1613093,Green,t,2
293,Daihatsu,Civic,2009,1300.0,177892.0,Peshawar,Suv,Manual,Hybrid,3597946,Red,t,3
296,Toyota,Alto,2023,2000.0,43809.0,Faisalabad,Sedan,Manual,Hybrid,1821995,Silver,f,4
297,Mitsubishi,City,2020,1600.0,141074.0,Multan,Hatchback,Automatic,Cng,1993960,Red,f,3
298,Suzuki,Mira,2018,800.0,71621.0,Faisalabad,Sedan,Manual,Petrol,4465639,Silver,f,4
299,Mitsubishi,Lancer,2012,1600.0,47784.0,Quetta,Hatchback,Manual,Petrol,4348608,Green,t,4
300,Toyota,City,2007,1800.0,174572.0,Peshawar,Crossover,Automatic,Hybrid,2447142,White,t,3
302,Honda,Mira,2019,2000.0,61268.0,Karachi,Mpv,Manual,Diesel,2578579,Red,f,4
305,Suzuki,Alto,2010,1500.0,44988.0,Quetta,Mpv,Automatic,Diesel,4553569,Silver,t,1
306,Suzuki,Tucson,2015,800.0,166078.0,Islamabad,Sedan,Automatic,Cng,1774800,Green,t,1
307,Suzuki,Mira,2019,1600.0,49355.0,Karachi,Suv,Automatic,Hybrid,1805110,Blue,t,1
308,Hyundai,Corolla,2010,1500.0,61557.0,Quetta,Suv,Manual,Hybrid,2933882,Grey,t,4
309,Toyota,Cultus,2017,1500.0,127207.0,Islamabad,Pickup,Manual,Petrol,4811352,Silver,t,3
310,Toyota,Cultus,2006,1600.0,26174.0,Multan,Hatchback,Automatic,Hybrid,2372923,Grey,t,3
311,Mitsubishi,Mira,2011,800.0,56517.0,Karachi,Suv,Manual,Petrol,2573144,Silver,t,4
312,Toyota,Civic,2012,1800.0,147199.0,Islamabad,Mpv,Manual,Hybrid,1156829,Green,t,2
313,Honda,Cultus,2015,2000.0,120592.0,Faisalabad,Mpv,Automatic,Petrol,1314395,Red,t,4
317,Suzuki,Alto,2009,1500.0,188910.0,Multan,Crossover,Automatic,Hybrid,1932199,Grey,t,3
