id,make,model,year,engine_cc,mileage_km,city,body_type,transmission,fuel_type,price_pkr,color,registered,num_owners
172,Daihatsu,Alto,2016,800,33176,Islamabad,MPV,Automatic,Petrol,1957309,Grey,t,2
173,Suzuki,Alto,2021,2400,186254,Islamabad,SUV,Manual,Petrol,1517739,Green,f,1
174,Suzuki,Lancer,2013,2400,34094,Islamabad,Sedan,Automatic,Hybrid,2708894,Blue,f,3
176,Mitsubishi,Cultus,2012,1000,156942,Quetta,Hatchback,Automatic,Diesel,3766974,Blue,t,4
177,Daihatsu,Tucson,2017,800,185496,Faisalabad,Crossover,Manual,Petrol,4368575,Grey,f,1
178,Honda,Tucson,2022,800,55028,Faisalabad,Pickup,Automatic,Hybrid,814237,Red,t,2
180,Mitsubishi,Cultus,2016,2000,60440,Lahore,Crossover,Manual,Diesel,4637343,Red,t,1
181,Daihatsu,Sportage,2012,2400,87261,Karachi,MPV,Automatic,Petrol,1741870,Grey,t,1
182,Mitsubishi,Cultus,2018,1300,199185,Quetta,Sedan,Manual,Petrol,1856700,Red,t,3
183,Toyota,Sportage,2013,1800,172527,Islamabad,Sedan,Manual,Petrol,3804023,Red,t,3
184,Hyundai,Cultus,2016,2000,119039,Lahore,Hatchback,Manual,CNG,1445614,Black,t,3
185,Honda,Tucson,2020,2000,62729,Faisalabad,Crossover,Automatic,Diesel,3077437,Silver,t,1
186,Kia,Alto,2020,2400,161373,Karachi,SUV,Automatic,Petrol,1739090,Grey,t,4
187,Toyota,Tucson,2010,2400,182807,Islamabad,MPV,Manual,Petrol,1032781,Red,t,4
190,Mitsubishi,Civic,2012,2000,43894,Lahore,Pickup,Manual,Hybrid,3537806,Green,f,3
192,Suzuki,Civic,2018,660,17566,Faisalabad,Pickup,Manual,CNG,2483988,Brown,t,4
193,Toyota,Mira,2005,1500,60832,Multan,Crossover,Automatic,Hybrid,2807442,Silver,t,4
194,Suzuki,Cultus,2008,800,49163,Lahore,SUV,Manual,Diesel,4219652,Green,t,1
195,Daihatsu,Civic,2010,800,145199,Multan,Crossover,Manual,Petrol,4639230,Red,t,4
196,Hyundai,Civic,2007,2400,30964,Multan,SUV,Automatic,Petrol,3196331,Brown,t,2
197,Hyundai,Cultus,2022,2000,187477,Faisalabad,Crossover,Automatic,CNG,3820565,Blue,t,2
199,Honda,Mira,2020,1800,46426,Multan,Sedan,Automatic,CNG,4383577,Brown,f,1
200,Suzuki,Corolla,2010,1800,130832,Multan,SUV,Automatic,Hybrid,1455029,Red,t,1
201,Daihatsu,Civic,2018,1000,139529,Quetta,MPV,Automatic,Diesel,4044885,Black,t,4
204,Daihatsu,Tucson,2018,1500,62211,Karachi,MPV,Automatic,Petrol,4201533,Black,t,3
206,Daihatsu,Cultus,2016,800,67693,Peshawar,SUV,Manual,Hybrid,3945682,Silver,t,4
162,Suzuki,Alto,2009,1600,,Islamabad,MPV,Automatic,Hybrid,4300626,Black,t,4
164,Kia,Alto,2016,1500,,Faisalabad,Hatchback,Automatic,Diesel,2451645,Silver,t,4
150,Kia,City,2020,2400,78128,,MPV,Automatic,Petrol,3652733,White,f,3
155,Daihatsu,City,2006,1800,176151,Karachi,SUV,MANUAL ,CNG,3713791,White,t,1
189,Suzuki,Corolla,2016,660,150597,,Sedan,Automatic,Petrol,542052,White,t,3
191,Honda,Civic,2007,800,114778,,SUV,Automatic,Diesel,1516637,Black,f,2
146,Mitsubishi,City,2035,1500,167917,Faisalabad,MPV,Manual,Hybrid,863575,Red,t,1
167,Hyundai,Corolla,2035,2400,184033,Islamabad,MPV,Manual,Hybrid,1656767,Black,t,3
168,Honda,Corolla,1950,2000,192795,Quetta,Pickup,Manual,Petrol,3424383,Grey,t,1
159,Hyundai,Alto,2018,1000,62831,Lahore,Sedan,Automatic,CNG,-1435409,Black,t,1
202,Honda,Cultus,2015,13830,192422,Quetta,SUV,Automatic,Petrol,2959046,Brown,t,2
152,Toyota,Cultus,2010,36265,71562,,MPV,Manual,Diesel,3133026,Silver,t,2
205,Kia,City,2012,2400,160813,Islamabad,Crossover,autmatic,Diesel,4609824,Grey,t,3
208,Honda,Cultus,2022,1800,9420,Islamabad,Hatchback,AUTO,Petrol,2203136,Brown,f,2
203,Honda,Corolla,2010,1000,78416,Lahore,Sedan,Manual,PETROL,4179178,White,f,2
210,Kia,Tucson,2019,1800,161955,Peshawar,SUV,Automatic,Diesel,3717057,Silver,t,2
211,Honda,Alto,2019,1300,114306,Islamabad,Sedan,Manual,Petrol,1160292,Silver,t,1
213,Daihatsu,Tucson,2007,2400,192430,Islamabad,Sedan,Automatic,Hybrid,4576470,Green,t,4
214,Kia,Lancer,2008,660,10654,Faisalabad,Crossover,Automatic,Petrol,4823375,Black,t,2
215,Kia,Sportage,2015,1600,190742,Multan,Crossover,Manual,CNG,2869539,Grey,f,4
216,Honda,Civic,2015,2400,11265,Islamabad,Crossover,Automatic,Petrol,4524876,Grey,t,2
217,Kia,Civic,2016,1800,133248,Karachi,Sedan,Automatic,Hybrid,3350319,Grey,t,2
219,Toyota,Alto,2015,1500,102436,Lahore,Pickup,Manual,Petrol,3097522,Black,t,3
221,Mitsubishi,City,2007,800,89198,Quetta,Pickup,Manual,Petrol,651898,White,t,2
223,Daihatsu,Lancer,2019,660,97523,Karachi,Sedan,Manual,Petrol,4860635,White,t,3
226,Honda,Cultus,2007,1000,65041,Peshawar,Sedan,Automatic,CNG,3503382,Red,t,1
227,Toyota,Alto,2018,1800,64698,Lahore,Sedan,Automatic,Petrol,2886626,Red,t,2
229,Hyundai,Lancer,2013,2400,115110,Quetta,Sedan,Manual,CNG,1382493,Red,t,3
230,Kia,Alto,2008,1500,94465,Karachi,Crossover,Automatic,Hybrid,1522953,Red,t,2
231,Honda,Alto,2006,2000,78697,Faisalabad,SUV,Manual,CNG,2482896,Grey,t,3
233,Daihatsu,Cultus,2017,1600,203847,Quetta,Crossover,Manual,CNG,4116015,Red,f,3
234,Daihatsu,Lancer,2021,1000,138420,Lahore,Crossover,Manual,Diesel,3398805,White,t,4
235,Honda,Cultus,2006,1500,108885,Quetta,Hatchback,Manual,CNG,1739716,Blue,t,4
236,Hyundai,Sportage,2014,660,102210,Islamabad,Sedan,Automatic,Petrol,4934777,White,t,3
238,Honda,Corolla,2005,1300,45687,Faisalabad,Crossover,Manual,Petrol,1844097,Red,t,3
239,Hyundai,Sportage,2011,1800,174620,Lahore,Hatchback,Automatic,Hybrid,3974014,Brown,t,2
241,Mitsubishi,Lancer,2023,1000,87247,Peshawar,Sedan,Automatic,Hybrid,1518631,Brown,t,2
242,Mitsubishi,Alto,2017,800,38102,Faisalabad,MPV,Automatic,Petrol,1322664,Grey,t,1
243,Honda,Corolla,2012,800,169191,Faisalabad,Pickup,Automatic,Diesel,525129,Black,t,3
244,Daihatsu,Lancer,2022,800,8923,Quetta,Hatchback,Automatic,Diesel,4007144,Blue,t,1
246,Hyundai,Tucson,2005,1300,34310,Faisalabad,Sedan,Automatic,CNG,3394560,Black,t,1
247,Kia,Corolla,2009,800,191982,Lahore,Sedan,Automatic,Hybrid,3693913,Red,t,1
248,Kia,Cultus,2013,660,77712,Multan,Pickup,Manual,Hybrid,2258443,Brown,t,4
250,Toyota,Civic,2015,660,56073,Peshawar,Hatchback,Manual,CNG,1505923,Green,t,2
251,Kia,Tucson,2023,2400,85180,Quetta,Crossover,Manual,CNG,2974246,Black,t,3
254,Daihatsu,City,2007,2400,127905,Peshawar,Sedan,Automatic,CNG,2935159,Green,f,1
255,Honda,Tucson,2013,1000,140752,Lahore,Pickup,Manual,CNG,2467913,Brown,t,2
256,Honda,Sportage,2017,1000,194799,Islamabad,Pickup,Automatic,Petrol,3185952,White,t,2
257,Honda,Cultus,2020,2400,35750,Karachi,SUV,Automatic,CNG,4788321,Red,t,3
260,Daihatsu,Lancer,2014,1300,40599,Islamabad,Crossover,Manual,CNG,3704057,White,t,3
261,Daihatsu,Cultus,2009,1300,174466,Quetta,Hatchback,Manual,Diesel,4922340,Grey,t,2
262,Mitsubishi,Tucson,2012,1300,96413,Multan,Pickup,Automatic,Petrol,3476104,Grey,t,2
263,Suzuki,Sportage,2010,660,132993,Karachi,Crossover,Manual,Hybrid,1129367,Green,f,3
264,Suzuki,Alto,2016,800,105241,Quetta,SUV,Manual,Petrol,3823463,Black,t,3
265,Daihatsu,Cultus,2006,1600,43880,Faisalabad,Hatchback,Manual,Hybrid,1932956,Red,t,4
267,Hyundai,Corolla,2021,1500,24729,Islamabad,Hatchback,Automatic,Hybrid,3045427,Silver,f,2
268,Honda,Alto,2009,1600,161140,Peshawar,MPV,Automatic,Hybrid,1670937,Blue,t,4
269,Daihatsu,Lancer,2016,660,41857,Karachi,Crossover,Automatic,Petrol,2269528,Blue,t,1
270,Suzuki,Alto,2009,1600,184898,Lahore,Pickup,Automatic,Petrol,3902489,Silver,t,4
272,Honda,Cultus,2023,1600,120418,Karachi,Hatchback,Automatic,Petrol,4484716,Silver,t,1
273,Honda,Civic,2007,1800,119217,Islamabad,Sedan,Manual,CNG,2843068,Green,t,2
274,Mitsubishi,Cultus,2006,2400,174624,Faisalabad,SUV,Automatic,Hybrid,1903140,Grey,t,2
275,Mitsubishi,Cultus,2005,1800,86272,Karachi,Hatchback,Automatic,Diesel,4224298,White,f,4
276,Honda,Corolla,2023,800,155499,Karachi,Hatchback,Automatic,Hybrid,1316649,Brown,f,2
277,Kia,Alto,2018,1000,50416,Peshawar,Pickup,Manual,CNG,1733156,Blue,t,2
220,Mitsubishi,Alto,2018,1300,,Quetta,Hatchback,Manual,CNG,4513877,Brown,t,4
240,Toyota,Civic,2008,1000,,Quetta,SUV,Manual,Petrol,1091883,White,t,3
237,Kia,Sportage,2017,800,195101,,SUV,Automatic,Hybrid,2057993,Green,t,2
218,Mitsubishi,City,2099,660,76113,Multan,Pickup,Manual,CNG,3870278,Green,f,2
228,Suzuki,Lancer,2099,2000,131899,Lahore,Crossover,Manual,Petrol,3736326,Green,t,1
212,Kia,Lancer,2022,21754,5134,Multan,SUV,Automatic,Hybrid,3126678,Black,t,4
209,Suzuki,Civic,2011,2000,84084,Lahore,SUV,AUTO,CNG,2698468,Green,t,1
222,Mitsubishi,Lancer,2019,1800,18440,Karachi,Sedan,MANUAL ,CNG,4834770,Green,t,2
224,Mitsubishi,Alto,2020,2000,115894,Multan,MPV,autmatic,Petrol,3433701,White,t,3
253,Hyundai,Sportage,2013,2000,192259,Lahore,Crossover,autmatic,Hybrid,2377801,Silver,f,4
249,Toyota,Sportage,2007,2000,74623,Karachi,Hatchback,Automatic,Gazoline,4140449,Green,t,2
266,Mitsubishi,Sportage,2022,800,183132,Islamabad,Hatchback,Automatic,deisel,1788131,Green,t,4
225,Toyota,Corolla,2005,660,,Karachi,Crossover,Manual,deisel,4108376,Green,t,4
278,Hyundai,Cultus,2016,1300,128578,Lahore,MPV,Manual,Petrol,3238187,Silver,t,2
280,Hyundai,Alto,2017,1600,52292,Peshawar,SUV,Manual,Hybrid,2349227,Brown,t,4
281,Hyundai,Mira,2011,1500,181578,Peshawar,Hatchback,Automatic,Hybrid,790940,Blue,t,2
282,Suzuki,Corolla,2011,1600,104964,Faisalabad,Sedan,Automatic,Petrol,829472,Blue,t,2
284,Hyundai,Sportage,2023,1800,90056,Multan,Sedan,Manual,Petrol,2996226,Black,t,3
286,Honda,Civic,2022,1300,69343,Peshawar,SUV,Automatic,Diesel,2347072,Black,t,1
288,Toyota,Corolla,2007,1500,145524,Karachi,Sedan,Manual,Diesel,3935122,Silver,t,3
289,Honda,Civic,2016,1600,34211,Faisalabad,Hatchback,Manual,Hybrid,2313957,Blue,t,1
290,Honda,Tucson,2017,1300,36747,Multan,Sedan,Manual,Hybrid,1555318,Blue,t,2
291,Daihatsu,Cultus,2018,1600,80864,Peshawar,Hatchback,Automatic,Hybrid,2522899,Black,t,2
292,Suzuki,Corolla,2021,1800,11090,Islamabad,Hatchback,Automatic,Petrol,1009801,Grey,t,2
293,Suzuki,Sportage,2011,1800,109411,Lahore,SUV,Automatic,Hybrid,4600727,Brown,t,4
295,Mitsubishi,Alto,2020,800,105579,Faisalabad,Pickup,Automatic,Hybrid,2464639,Green,t,1
296,Hyundai,Cultus,2011,1500,157839,Quetta,SUV,Manual,Diesel,1038456,Green,t,2
298,Toyota,Sportage,2016,2000,106472,Quetta,SUV,Manual,CNG,739951,White,f,4
299,Daihatsu,City,2023,1800,151492,Islamabad,Hatchback,Manual,Petrol,1942582,Blue,t,2
300,Mitsubishi,Alto,2006,2000,149771,Quetta,SUV,Automatic,Petrol,717217,Black,f,1
301,Honda,Mira,2014,800,68873,Peshawar,Pickup,Manual,CNG,1886892,White,t,3
302,Kia,Cultus,2019,2000,125383,Peshawar,MPV,Automatic,Hybrid,4898213,Green,t,1
304,Kia,Tucson,2012,1000,151335,Islamabad,Hatchback,Manual,Petrol,1110388,Grey,t,4
